노선번호,정류소명,구군
서구1,민방위교육장,서구
서구3,대신롯데캐슬아파트,서구
서구3,민방위교육장,서구
서구3-1,민방위교육장,서구
서구3,효목빌라,서구
서구3-1,효목빌라,서구
16,대신중학교,서구
40,대신중학교,서구
81,대신중학교,서구
81,경성전자고등학교,서구
서구3,구덕운동장,서구
서구3-1,구덕운동장,서구
81,서부교육청,서구
81,서대신금호아파트(종점),서구
서구1,경성전자고등학교,서구
서구3,경성전자고등학교,서구
서구3-1,경성전자고등학교,서구
서구1,금호아파트,서구
서구3,금호아파트,서구
서구3-1,금호아파트,서구
서구1,남성한빛.대신더샵,서구
서구3,남성한빛.대신더샵,서구
서구3-1,남성한빛.대신더샵,서구
서구5,동아대학교병원,서구
서구5,동아대학교구덕캠퍼스,서구
서구3,아미파출소,서구
서구3-1,아미파출소,서구
서구3,부산서교회,서구
서구3-1,부산서교회,서구
서구3,대티배수지,서구
서구3-1,대티배수지,서구
서구3,부민석유,서구
서구3-1,부민석유,서구
서구3,부민e편한세상아파트,서구
서구3-1,부민e편한세상아파트,서구
서구3,산월경로당,서구
서구3-1,산월경로당,서구
서구3,연성아파트,서구
서구3-1,연성아파트,서구
서구3,대신푸르지오,서구
서구3-1,대신푸르지오,서구
서구3,청송슈퍼,서구
서구3-1,청송슈퍼,서구
서구3,한일공업사,서구
서구3-1,한일공업사,서구
서구3,부산서교회,서구
서구3-1,부산서교회,서구
2,서여고,서구
8,서여고,서구
11,서여고,서구
67,서여고,서구
167,서여고,서구
168,서여고,서구
2-F,서여고,서구
서구1,구덕꽃마을,서구
서구1,구덕꽃마을,서구
7,성진수산,서구
9,성진수산,서구
30,성진수산,서구
71,성진수산,서구
7,부산국제수산물도매시장,서구
9,부산국제수산물도매시장,서구
30,부산국제수산물도매시장,서구
71,부산국제수산물도매시장,서구
134,마리아수녀회,서구
167,동아대학교병원,서구
190,동아대학교병원,서구
중구1,경남고등학교입구,서구
70,동대신3동,서구
167,동대신3동,서구
190,동대신3동,서구
중구1,동대신3동,서구
중구1,대청마루,서구
중구1,영산3동아파트,서구
중구1,한국빌라,서구
22,초량역3번출구,동구
22,초량역3번출구,동구
52,초량역3번출구,동구
52,초량역3번출구,동구
87,초량역3번출구,동구
103,초량역3번출구,동구
508,초량역3번출구,동구
22,인창병원,동구
52,인창병원,동구
87,인창병원,동구
103,경남여중,동구
87,인창병원,동구
103,부산고교,동구
103,이편한세상부산항.(구)성분도병원,동구
190,부산고교,동구
171,부산역,동구
22,국민은행,동구
103,국민은행,동구
22,인창병원,동구
52,인창병원,동구
103,인창병원,동구
508,인창병원,동구
38-1,부산역.초량시장입구,동구
103,부산역.초량시장입구,동구
190,부산역.초량시장입구,동구
38-1,초량시장입구,동구
52,초량시장입구,동구
87,초량시장입구,동구
190,초량시장입구,동구
508,초량시장입구,동구
동구2,부산진역.해양수산부,동구
52,부산서중학교,동구
190,아르미나아파트,동구
190,부산서중학교,동구
22,초량6동,동구
38,초량6동,동구
38-1,초량6동,동구
52,초량6동,동구
86,초량6동,동구
186,초량6동,동구
22,부산컴퓨터과학고교,동구
38,부산컴퓨터과학고교,동구
38-1,부산컴퓨터과학고교,동구
52,부산컴퓨터과학고교,동구
86,부산컴퓨터과학고교,동구
186,부산컴퓨터과학고교,동구
22,금수사,동구
38,금수사,동구
38-1,금수사,동구
52,금수사,동구
86,금수사,동구
186,금수사,동구
22,부산서중학교,동구
38,부산서중학교,동구
38-1,부산서중학교,동구
86,부산서중학교,동구
186,부산서중학교,동구
22,부산서중학교,동구
52,부산서중학교,동구
38,부산서중학교,동구
38-1,부산서중학교,동구
86,부산서중학교,동구
186,부산서중학교,동구
87,수정초등학교,동구
동구2,수정초등학교,동구
87,수정5동,동구
동구2,수정5동,동구
동구2,수정성당,동구
22,수성초등학교,동구
38,수성초등학교,동구
38-1,수성초등학교,동구
86,수성초등학교,동구
186,수성초등학교,동구
22,수정삼거리,동구
38,수정삼거리,동구
38-1,수정삼거리,동구
86,수정삼거리,동구
186,수정삼거리,동구
22,동여중,동구
38,동여중,동구
38-1,동여중,동구
86,동여중,동구
186,동여중,동구
22,수정산가족체육공원입구,동구
38,수정산가족체육공원입구,동구
38-1,수정산가족체육공원입구,동구
86,수정산가족체육공원입구,동구
186,수정산가족체육공원입구,동구
29,서광교회,동구
38,서광교회,동구
38-1,서광교회,동구
86,서광교회,동구
186,서광교회,동구
29,아름빌아파트,동구
38,아름빌아파트,동구
38-1,아름빌아파트,동구
86,아름빌아파트,동구
186,아름빌아파트,동구
동구1,아름빌아파트,동구
동구1-1,아름빌아파트,동구
22,나웅하이빌,동구
38,나웅하이빌,동구
22,범일초등학교입구,동구
38,범일초등학교입구,동구
동구1,범일초등학교,동구
동구1-1,범일초등학교,동구
22,문화아파트,동구
38,문화아파트,동구
22,금성고등학교,동구
38,금성고등학교,동구
22,좌이경로당,동구
38,좌이경로당,동구
38,나웅하이빌,동구
38,범일초등학교입구,동구
38,하승빌라,동구
87,수정5동,동구
87,수정성당입구,동구
동구2,수정5동,동구
동구2,수정성당,동구
87,수정삼거리,동구
동구2,수정삼거리,동구
38,좌이경로당,동구
38,금성고등학교,동구
38,문화아파트,동구
22,하승빌라,동구
38,하승빌라,동구
87,수정삼거리,동구
동구2,수정삼거리,동구
22,수정삼거리,동구
38,수정삼거리,동구
38-1,수정삼거리,동구
86,수정삼거리,동구
186,수정삼거리,동구
22,수성초등학교,동구
38,수성초등학교,동구
38-1,수성초등학교,동구
86,수성초등학교,동구
186,수성초등학교,동구
5-1,부산역후문,동구
172,부산역후문,동구
5-1,2부두,중구
172,2부두,중구
5-1,"중부경찰서,연안여객터미널",중구
172,"중부경찰서,연안여객터미널",중구
29,부산범천교회,동구
38,부산범천교회,동구
38-1,부산범천교회,동구
86,부산범천교회,동구
186,부산범천교회,동구
동구1,범천교회,동구
동구1-1,범천교회,동구
29,아름빌아파트,동구
38,아름빌아파트,동구
38-1,아름빌아파트,동구
86,아름빌아파트,동구
186,아름빌아파트,동구
29,서광교회,동구
38,서광교회,동구
38-1,서광교회,동구
86,서광교회,동구
186,서광교회,동구
동구1,아름빌아파트,동구
동구1-1,아름빌아파트,동구
동구1,서광교회,동구
동구1-1,서광교회,동구
22,금수사,동구
38,금수사,동구
38-1,금수사,동구
52,금수사,동구
86,금수사,동구
186,금수사,동구
190,금수사,동구
22,부산컴퓨터과학고교,동구
38,부산컴퓨터과학고교,동구
38-1,부산컴퓨터과학고교,동구
52,부산컴퓨터과학고교,동구
86,부산컴퓨터과학고교,동구
186,부산컴퓨터과학고교,동구
190,부산컴퓨터과학고교,동구
22,초량6동,동구
38,초량6동,동구
38-1,초량6동,동구
52,초량6동,동구
86,초량6동,동구
186,초량6동,동구
190,초량6동,동구
22,초량어린이집,동구
38-1,초량어린이집,동구
52,초량어린이집,동구
508,초량어린이집,동구
22,초량6동행정복지센터,동구
38-1,초량6동행정복지센터,동구
52,초량6동행정복지센터,동구
508,초량6동행정복지센터,동구
22,(구)해룡약국,동구
38-1,(구)해룡약국,동구
52,(구)해룡약국,동구
508,(구)해룡약국,동구
22,부산고교,동구
38-1,부산고교,동구
52,부산고교,동구
508,부산고교,동구
38,화신아파트,동구
86,화신아파트,동구
186,화신아파트,동구
190,화신아파트,동구
508,화신아파트,동구
38,동일파크맨션,동구
86,동일파크맨션,동구
186,동일파크맨션,동구
190,동일파크맨션,동구
508,동일파크맨션,동구
38,영주삼거리,중구
86,영주삼거리,중구
186,영주삼거리,중구
190,영주삼거리,중구
508,영주삼거리,중구
5-1,4부두,동구
42,4부두,동구
5-1,부산역후문,동구
172,부산역후문,동구
5-1,4부두,동구
5-1,부두119안전센터,동구
42,부두119안전센터,동구
5-1,부두119안전센터,동구
42,부두119안전센터,동구
17,좌천동가구거리(좌천역),동구
38-1,좌천동가구거리(좌천역),동구
59,좌천동가구거리(좌천역),동구
61,좌천동가구거리(좌천역),동구
67,좌천동가구거리(좌천역),동구
85,좌천동가구거리(좌천역),동구
88,좌천동가구거리(좌천역),동구
103,좌천동가구거리(좌천역),동구
동구1,서광교회,동구
동구1-1,서광교회,동구
38-1,범일초등학교,동구
86,범일초등학교,동구
186,범일초등학교,동구
38-1,성북고개,동구
86,성북고개,동구
87,성북고개,동구
186,성북고개,동구
29,범일초등학교,동구
87,범일초등학교,동구
29,삼화약국,동구
87,삼화약국,동구
동구1,(구)범곡새마을금고,동구
동구1-1,(구)범곡새마을금고,동구
동구1,(구)삼화약국,동구
동구1-1,(구)삼화약국,동구
동구1,덕산탕,동구
동구1-1,덕산탕,동구
87,안창마을입구,부산진구
87,호천마을입구,부산진구
87,서호정사,부산진구
29,삼화약국,동구
87,삼화약국,동구
29,범일초등학교,동구
87,범일초등학교,동구
동구1,(구)삼화약국,동구
동구1-1,(구)삼화약국,동구
동구1,(구)범곡새마을금고,동구
동구1-1,(구)범곡새마을금고,동구
29,안창마을입구,동구
29,안창마을종점,부산진구
동구1,안창삼거리,동구
동구1-1,안창삼거리,동구
동구1,보각사,동구
동구1-1,보각사,동구
동구1,동구종합사회복지관,부산진구
동구1-1,동구종합사회복지관,부산진구
동구2,동부경찰서,동구
87,수정시장,동구
87,수정초등학교,동구
동구2,수정초등학교,동구
22,(구)성분도병원,동구
52,(구)성분도병원,동구
87,(구)성분도병원,동구
103,(구)성분도병원,동구
508,(구)성분도병원,동구
38-1,초량지구대,동구
103,초량지구대,동구
190,초량지구대,동구
22,(구)해룡약국,동구
38-1,(구)해룡약국,동구
52,(구)해룡약국,동구
190,(구)해룡약국,동구
508,(구)해룡약국,동구
22,초량6동행정복지센터,동구
38-1,초량6동행정복지센터,동구
52,초량6동행정복지센터,동구
190,초량6동행정복지센터,동구
508,초량6동행정복지센터,동구
22,부산고교,동구
38-1,부산고교,동구
52,부산고교,동구
190,부산고교,동구
508,부산고교,동구
22,초량어린이집,동구
38-1,초량어린이집,동구
52,초량어린이집,동구
190,초량어린이집,동구
508,초량어린이집,동구
103,부산고교,동구
22,초량지구대,동구
103,초량지구대,동구
190,수정1동공영주차장,동구
190,한림유치원,동구
87,동구청,동구
22,수정아파트,동구
38,수정아파트,동구
38-1,수정아파트,동구
86,수정아파트,동구
186,수정아파트,동구
22,동구노인종합복지관.묘심사,동구
38,동구노인종합복지관.묘심사,동구
38-1,동구노인종합복지관.묘심사,동구
86,동구노인종합복지관.묘심사,동구
186,동구노인종합복지관.묘심사,동구
22,수정2동,동구
38,수정2동,동구
38-1,수정2동,동구
86,수정2동,동구
186,수정2동,동구
동구2,수정아파트5동,동구
동구2,수정아파트중간계단,동구
동구2,백련정사입구,동구
52,수정4동(종점),동구
동구1,동구종합사회복지관,동구
동구1-1,동구종합사회복지관,동구
동구1,안창마을,동구
동구1-1,안창마을,동구
22,고관입구,동구
52,고관입구,동구
103,고관입구,동구
동구2,동구청.우체국,동구
동구2,부산진역1번출구,동구
87,수정시장,동구
동구2,수정시장,동구
87,동구청,동구
22,수정2동,동구
38,수정2동,동구
38-1,수정2동,동구
86,수정2동,동구
186,수정2동,동구
22,동여중,동구
38,동여중,동구
38-1,동여중,동구
86,동여중,동구
186,동여중,동구
5-1,남해지방해양경찰청,동구
42,남해지방해양경찰청,동구
29,범내골역3번출구.춘해병원,부산진구
38,범내골역3번출구.춘해병원,부산진구
29,부산범천교회,부산진구
38,부산범천교회,부산진구
38-1,부산범천교회,부산진구
86,부산범천교회,부산진구
186,부산범천교회,부산진구
동구1,범천교회,부산진구
동구1-1,범천교회,부산진구
38-1,경남아파트,부산진구
59,경남아파트,부산진구
61,경남아파트,부산진구
85,경남아파트,부산진구
186,경남아파트,부산진구
동구1,경남아파트,부산진구
동구1-1,축복예식장,동구
22,시민회관.동부산우체국,동구
27,시민회관.동부산우체국,동구
38-1,시민회관.동부산우체국,동구
40,시민회관.동부산우체국,동구
42,시민회관.동부산우체국,동구
57,시민회관.동부산우체국,동구
68,시민회관.동부산우체국,동구
80,시민회관.동부산우체국,동구
83-1,시민회관.동부산우체국,동구
99,시민회관.동부산우체국,동구
101,시민회관.동부산우체국,동구
111,시민회관.동부산우체국,동구
134,시민회관.동부산우체국,동구
68,시민회관.동부산우체국,동구
83-1,시민회관.동부산우체국,동구
68,자유.평화시장,동구
83-1,자유.평화시장,동구
동구1-1,"자유,평화시장",동구
10,부산진성공원,동구
22,부산진성공원,동구
23,부산진성공원,동구
26,부산진성공원,동구
27,부산진성공원,동구
40,부산진성공원,동구
41,부산진성공원,동구
42,부산진성공원,동구
83,부산진성공원,동구
101,부산진성공원,동구
108,부산진성공원,동구
134,부산진성공원,동구
138,부산진성공원,동구
168,부산진성공원,동구
남구3,부산시민회관,동구
남구3,한양아파트,동구
583,범5호교,동구
남구5,조방면옥,동구
남구3,국밥골목,부산진구
남구5,국밥골목,부산진구
남구3,평화시장,부산진구
남구5,평화시장,부산진구
남구5,시민장례식장,부산진구
동구1-1,오션브릿지,동구
26,부산진성공원,동구
41,부산진성공원,동구
168,부산진성공원,동구
1003,부산진성공원,동구
1003-F,부산진성공원,동구
80,부산진성공원,동구
5-1,보급창,동구
42,보급창,동구
17,한성기린아파트,동구
38-1,한성기린아파트,동구
59,한성기린아파트,동구
61,한성기린아파트,동구
67,한성기린아파트,동구
85,한성기린아파트,동구
88,한성기린아파트,동구
103,한성기린아파트,동구
동구1-1,한성기린아파트,동구
17,좌천동가구거리(좌천역),동구
59,좌천동가구거리(좌천역),동구
61,좌천동가구거리(좌천역),동구
67,좌천동가구거리(좌천역),동구
85,좌천동가구거리(좌천역),동구
88,좌천동가구거리(좌천역),동구
103,좌천동가구거리(좌천역),동구
동구1-1,부산진시장입구,동구
10,범일동국민은행,동구
23,범일동국민은행,동구
83,범일동국민은행,동구
108,범일동국민은행,동구
138,범일동국민은행,동구
583,범일동국민은행,동구
5-1,대양산업·하버시티,동구
42,대양산업·하버시티,동구
42,범일5동행정복지센터,동구
5-1,범일5동행정복지센터,동구
42,범일5동행정복지센터,동구
5-1,대양산업·하버시티,동구
42,대양산업·하버시티,동구
동구1-1,두산위브,동구
동구1-1,대양산업·하버시티,동구
5-1,범일5동행정복지센터,동구
5-1,남해지방해양경찰청,동구
42,남해지방해양경찰청,동구
동구1-1,범일5동행정복지센터,동구
동구1-1,남해지방해양경찰청,동구
17,범곡교차로,동구
67,범곡교차로,동구
88,범곡교차로,동구
103,범곡교차로,동구
17,범곡교차로,동구
59,범곡교차로,동구
61,범곡교차로,동구
67,범곡교차로,동구
85,범곡교차로,동구
88,범곡교차로,동구
103,범곡교차로,동구
6,부산보건고,영도구
7,부산보건고,영도구
9,부산보건고,영도구
70,부산보건고,영도구
71,부산보건고,영도구
82,부산보건고,영도구
85,부산보건고,영도구
508,부산보건고,영도구
6,봉래동,영도구
6,봉래동,영도구
82,봉래2동마을건강센터,영도구
85,봉래2동마을건강센터,영도구
82,영월사,영도구
85,영월사,영도구
85,청학고개,영도구
6,센트럴에일린의뜰,영도구
6,센트럴에일린의뜰,영도구
82,센트럴에일린의뜰,영도구
85,센트럴에일린의뜰,영도구
6,센트럴에일린의뜰,영도구
6,센트럴에일린의뜰,영도구
82,센트럴에일린의뜰,영도구
85,센트럴에일린의뜰,영도구
8,교통순찰대.센트럴에일린의뜰,영도구
17,교통순찰대.센트럴에일린의뜰,영도구
30,교통순찰대.센트럴에일린의뜰,영도구
88,교통순찰대.센트럴에일린의뜰,영도구
101,교통순찰대.센트럴에일린의뜰,영도구
113,교통순찰대.센트럴에일린의뜰,영도구
186,교통순찰대.센트럴에일린의뜰,영도구
190,교통순찰대.센트럴에일린의뜰,영도구
11,영도봉래시장,영도구
70,영도봉래시장,영도구
101,영도봉래시장,영도구
영도구5,봉래시장,영도구
영도구1,미광아파트,영도구
70,미광마린타워,영도구
88-1,미광마린타워,영도구
101,미광마린타워,영도구
영도구1,부산대교입구,영도구
8,영도우체국,영도구
17,영도우체국,영도구
30,영도우체국,영도구
70,영도우체국,영도구
82,영도우체국,영도구
85,영도우체국,영도구
88,영도우체국,영도구
113,영도우체국,영도구
186,영도우체국,영도구
190,영도우체국,영도구
3003,영도우체국,영도구
7,대교사거리,영도구
9,대교사거리,영도구
11,대교사거리,영도구
70,대교사거리,영도구
71,대교사거리,영도구
508,대교사거리,영도구
영도구1,대교사거리,영도구
17,대교동,영도구
82,대교동,영도구
85,대교동,영도구
88,대교동,영도구
186,대교동,영도구
190,대교동,영도구
508,대교동,영도구
영도구1,구민장례식장,영도구
영도구1,영광골든타워,영도구
영도구5,영도초등학교,영도구
6,영선위교차로,영도구
7,영선위교차로,영도구
9,영선위교차로,영도구
70,영선위교차로,영도구
71,영선위교차로,영도구
82,영선위교차로,영도구
85,영선위교차로,영도구
508,영선위교차로,영도구
영도구1,영선동윗로터리,영도구
영도구5,영선동윗로터리,영도구
6,영선위교차로,영도구
7,영선위교차로,영도구
9,영선위교차로,영도구
11,영선위교차로,영도구
70,영선위교차로,영도구
71,영선위교차로,영도구
82,영선위교차로,영도구
85,영선위교차로,영도구
508,영선위교차로,영도구
6,영선아랫교차로,영도구
7,영선아랫교차로,영도구
9,영선아랫교차로,영도구
11,영선아랫교차로,영도구
70,영선아랫교차로,영도구
71,영선아랫교차로,영도구
508,영선아랫교차로,영도구
6,영선아랫교차로,영도구
7,영선아랫교차로,영도구
9,영선아랫교차로,영도구
11,영선아랫교차로,영도구
70,영선아랫교차로,영도구
71,영선아랫교차로,영도구
508,영선아랫교차로,영도구
7,남항동,영도구
9,남항동,영도구
11,남항동,영도구
70,남항동,영도구
71,남항동,영도구
508,남항동,영도구
6,영도배수지,영도구
6,영도배수지,영도구
9,영도배수지,영도구
82,영도배수지,영도구
85,영도배수지,영도구
9,시영아파트,영도구
9,영광아파트,영도구
영도구1,삼거리슈퍼,영도구
영도구5,삼거리슈퍼,영도구
6,깡깡이예술마을,영도구
영도구2,(구)전차종점,영도구
영도구2,대동대교맨션,영도구
영도구2,토토볼링장,영도구
영도구2,대평동,영도구
영도구2,진주슈퍼,영도구
82,남항시장,영도구
85,남항시장,영도구
82,영선119안전센터,영도구
85,영선119안전센터,영도구
영도구1,남항시장,영도구
82,영선2동행정복지센터,영도구
85,영선2동행정복지센터,영도구
3003,영선2동행정복지센터,영도구
3006,영선2동행정복지센터,영도구
영도구2,GS25,영도구
영도구2,남항동농협,영도구
영도구2,세븐일레븐,영도구
8,해동병원,영도구
17,해동병원,영도구
30,해동병원,영도구
70,해동병원,영도구
88,해동병원,영도구
113,해동병원,영도구
186,해동병원,영도구
190,해동병원,영도구
3001,해동병원,영도구
3006,해동병원,영도구
영도구1,해동병원,영도구
영도구5,영선1동주민센터,영도구
82,영선119안전센터,영도구
85,영선119안전센터,영도구
11,영도우체국,영도구
17,영도우체국,영도구
70,영도우체국,영도구
82,영도우체국,영도구
85,영도우체국,영도구
88,영도우체국,영도구
186,영도우체국,영도구
190,영도우체국,영도구
3003,영도우체국,영도구
8,영도우체국,영도구
30,영도우체국,영도구
113,영도우체국,영도구
영도구5,영도병원,영도구
영도구5,영도소방서,영도구
8,봉학초등학교,영도구
17,봉학초등학교,영도구
30,봉학초등학교,영도구
88,봉학초등학교,영도구
88-1,봉학초등학교,영도구
101,봉학초등학교,영도구
113,봉학초등학교,영도구
186,봉학초등학교,영도구
190,봉학초등학교,영도구
3001,봉학초등학교,영도구
3006,봉학초등학교,영도구
8,신도브래뉴아파트,영도구
17,신도브래뉴아파트,영도구
30,신도브래뉴아파트,영도구
88,신도브래뉴아파트,영도구
88-1,신도브래뉴아파트,영도구
101,신도브래뉴아파트,영도구
113,신도브래뉴아파트,영도구
186,신도브래뉴아파트,영도구
190,신도브래뉴아파트,영도구
8,한성맨션,영도구
17,한성맨션,영도구
30,한성맨션,영도구
88,한성맨션,영도구
88-1,한성맨션,영도구
101,한성맨션,영도구
113,한성맨션,영도구
186,한성맨션,영도구
190,한성맨션,영도구
8,한성맨션,영도구
17,한성맨션,영도구
30,한성맨션,영도구
88,한성맨션,영도구
88-1,한성맨션,영도구
101,한성맨션,영도구
113,한성맨션,영도구
186,한성맨션,영도구
190,한성맨션,영도구
88-1,홈플러스,영도구
6,외나무약국,영도구
6,외나무약국,영도구
9,외나무약국,영도구
82,외나무약국,영도구
85,외나무약국,영도구
영도구2,남해숯불갈비,영도구
영도구2,외나무약국,영도구
6,외나무약국,영도구
6,외나무약국,영도구
9,외나무약국,영도구
82,외나무약국,영도구
85,외나무약국,영도구
영도구1,남해숯불갈비,영도구
영도구1,외나무약국,영도구
8,교통순찰대.센트럴에일린의뜰,영도구
17,교통순찰대.센트럴에일린의뜰,영도구
30,교통순찰대.센트럴에일린의뜰,영도구
88,교통순찰대.센트럴에일린의뜰,영도구
101,교통순찰대.센트럴에일린의뜰,영도구
113,교통순찰대.센트럴에일린의뜰,영도구
186,교통순찰대.센트럴에일린의뜰,영도구
190,교통순찰대.센트럴에일린의뜰,영도구
8,해동병원,영도구
11,해동병원,영도구
17,해동병원,영도구
30,해동병원,영도구
70,해동병원,영도구
88,해동병원,영도구
113,해동병원,영도구
186,해동병원,영도구
190,해동병원,영도구
3001,해동병원,영도구
3006,해동병원,영도구
영도구1,봉래동교차로,영도구
영도구2,영남교회,영도구
6,흰여울문화마을,영도구
6,흰여울문화마을,영도구
9,흰여울문화마을,영도구
82,흰여울문화마을,영도구
85,흰여울문화마을,영도구
영도구1,흰여울문화마을,영도구
영도구5,흰여울문화마을,영도구
6,흰여울문화마을,영도구
영도구1,GS25,영도구
영도구2,GS25,영도구
영도구1,남항동농협,영도구
영도구2,남항동농협,영도구
영도구1,세븐일레븐,영도구
영도구2,세븐일레븐,영도구
6,남항동,영도구
영도구2,(구)전차종점,영도구
6,영도경찰서,영도구
7,영도경찰서,영도구
8,영도경찰서,영도구
9,영도경찰서,영도구
11,영도경찰서,영도구
30,영도경찰서,영도구
71,영도경찰서,영도구
113,영도경찰서,영도구
영도구5,영도경찰서,영도구
영도구5,강남병원,영도구
영도구2,강남병원,영도구
영도구1,강남병원,영도구
영도구1,탑마트,영도구
영도구5,탑마트,영도구
영도구1,강남병원,영도구
6,신선동행정복지센터,영도구
6,신선동행정복지센터,영도구
9,신선동행정복지센터,영도구
82,신선동행정복지센터,영도구
85,신선동행정복지센터,영도구
영도구2,명신교회,영도구
영도구5,명신교회,영도구
6,남도여중,영도구
6,남도여중,영도구
9,남도여중,영도구
82,남도여중,영도구
85,남도여중,영도구
6,신선동행정복지센터,영도구
6,신선동행정복지센터,영도구
9,신선동행정복지센터,영도구
82,신선동행정복지센터,영도구
85,신선동행정복지센터,영도구
영도구1,중복도로입구,영도구
영도구5,중복도로입구,영도구
영도구1,신선초등학교입구,영도구
영도구5,신선초등학교입구,영도구
영도구1,신선영광아파트,영도구
영도구5,신선영광아파트,영도구
영도구2,신선초등학교입구,영도구
영도구5,신선초등학교입구,영도구
영도구1,샛별아파트,영도구
영도구5,샛별아파트,영도구
영도구2,신선영광아파트,영도구
영도구5,신선영광아파트,영도구
영도구1,금잔디길삼거리,영도구
영도구5,금잔디길삼거리,영도구
영도구2,샛별아파트,영도구
영도구5,샛별아파트,영도구
영도구1,신선아파트,영도구
영도구5,신선아파트,영도구
영도구2,금잔디길삼거리,영도구
영도구5,금잔디길삼거리,영도구
영도구5,매일유업,영도구
영도구2,신선아파트,영도구
영도구5,신선아파트,영도구
영도구1,산제당입구,영도구
영도구5,매일유업,영도구
영도구1,형제슈퍼,영도구
영도구5,형제슈퍼,영도구
영도구2,산제당입구,영도구
영도구2,형제슈퍼,영도구
영도구5,형제슈퍼,영도구
영도구1,영도배수지,영도구
영도구5,영도배수지,영도구
영도구1,영도배수지입구,영도구
영도구1,삼거리슈퍼,영도구
영도구5,삼거리슈퍼,영도구
영도구2,영도배수지,영도구
영도구5,영도배수지,영도구
영도구2,월광슈퍼,영도구
영도구2,복지회관,영도구
영도구2,북천사,영도구
영도구2,신선초등학교,영도구
영도구2,대원아파트,영도구
영도구5,대원아파트,영도구
6,조양아파트,영도구
7,조양아파트,영도구
70,조양아파트,영도구
71,조양아파트,영도구
113,조양아파트,영도구
508,조양아파트,영도구
3003,조양아파트,영도구
6,해동중학교,영도구
7,해동중학교,영도구
70,해동중학교,영도구
71,해동중학교,영도구
113,해동중학교,영도구
508,해동중학교,영도구
6,체육고등학교,영도구
7,체육고등학교,영도구
70,체육고등학교,영도구
71,체육고등학교,영도구
113,체육고등학교,영도구
508,체육고등학교,영도구
8,청학성당,영도구
30,청학성당,영도구
88,청학성당,영도구
88-1,청학성당,영도구
101,청학성당,영도구
113,청학성당,영도구
186,청학성당,영도구
190,청학성당,영도구
영도구7,부산은행,영도구
영도구7,청학성당,영도구
82,청학시장,영도구
82,청학고개,영도구
82,청학고개,영도구
85,청학고개,영도구
82,영월사,영도구
85,영월사,영도구
82,봉래2동마을건강센터,영도구
85,봉래2동마을건강센터,영도구
영도구5,영광아파트,영도구
영도구5,황토탕,영도구
9,영광아파트,영도구
9,시영아파트,영도구
영도구5,시영아파트후문,영도구
영도구5,청학동공영주차장,영도구
186,동삼삼거리,영도구
17,송강중공업,영도구
17,국제크루즈터미널입구,영도구
186,국제크루즈터미널입구,영도구
186,국제크루즈터미널입구,영도구
88,청학동부산은행,영도구
88-1,청학동부산은행,영도구
101,청학동부산은행,영도구
186,청학동부산은행,영도구
190,청학동부산은행,영도구
8,청학동부산은행,영도구
30,청학동부산은행,영도구
113,청학동부산은행,영도구
8,영도구청,영도구
30,영도구청,영도구
88,영도구청,영도구
88-1,영도구청,영도구
101,영도구청,영도구
113,영도구청,영도구
186,영도구청,영도구
190,영도구청,영도구
8,동삼주공아파트입구,영도구
30,동삼주공아파트입구,영도구
88,동삼주공아파트입구,영도구
88-1,동삼주공아파트입구,영도구
101,동삼주공아파트입구,영도구
113,동삼주공아파트입구,영도구
186,동삼주공아파트입구,영도구
190,동삼주공아파트입구,영도구
영도구5,동삼주공아파트입구,영도구
영도구5,영도구청,영도구
8,영도구청,영도구
30,영도구청,영도구
88,영도구청,영도구
88-1,영도구청,영도구
101,영도구청,영도구
113,영도구청,영도구
186,영도구청,영도구
190,영도구청,영도구
영도구7,미주아파트,영도구
영도구7,성일하우징,영도구
8,청학주유소,영도구
30,청학주유소,영도구
88,청학주유소,영도구
88-1,청학주유소,영도구
101,청학주유소,영도구
113,청학주유소,영도구
186,청학주유소,영도구
190,청학주유소,영도구
영도구7,청학초등학교사거리,영도구
영도구7,청학동시장,영도구
영도구7,청학동시장,영도구
82,청학초등학교,영도구
82,청학2동,영도구
82,청학시장,영도구
영도구5,국민은행,영도구
8,태종대초등학교,영도구
17,태종대초등학교,영도구
30,태종대초등학교,영도구
88,태종대초등학교,영도구
101,태종대초등학교,영도구
186,태종대초등학교,영도구
8,하리,영도구
17,하리,영도구
30,하리,영도구
70,하리,영도구
70,하리,영도구
88,하리,영도구
101,하리,영도구
186,하리,영도구
3003,하리,영도구
8,태종대초등학교,영도구
17,태종대초등학교,영도구
30,태종대초등학교,영도구
88,태종대초등학교,영도구
101,태종대초등학교,영도구
186,태종대초등학교,영도구
8,태종대.태종대온천,영도구
17,태종대.태종대온천,영도구
30,태종대.태종대온천,영도구
88,태종대.태종대온천,영도구
101,태종대.태종대온천,영도구
186,태종대.태종대온천,영도구
3003,태종대.태종대온천,영도구
88,해양대승선생활관,영도구
190,해양대승선생활관,영도구
8,하리,영도구
17,하리,영도구
30,하리,영도구
88,하리,영도구
101,하리,영도구
186,하리,영도구
3003,하리,영도구
8,해양대삼거리.동삼동패총전시관,영도구
17,해양대삼거리.동삼동패총전시관,영도구
30,해양대삼거리.동삼동패총전시관,영도구
101,해양대삼거리.동삼동패총전시관,영도구
190,해양대삼거리.동삼동패총전시관,영도구
8,에일린의뜰2단지아파트,영도구
